DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES;
NLD;BOG;180927;27322;114529633;
NLD;BOG;3735;1083;4751410;
NLD;BOG;15359;5677;23991759;
NLD;BOG;89;83627;348008844;
NLD;BOG;49292;9972;41754538;
NLD;BOG;5860;12150;51292421;
NLD;BOG;202;300;1315998;
NLD;BOG;0;100;423060;
NLD;BOG;2;7390;31144609;
NLD;BOG;48480;8321;35495987;
NLD;BOG;35760;3926;16541645;
NLD;BOG;8300;1425;6002812;
NLD;BOG;15300;2643;11133637;
NLD;BOG;37250;12738;55278862;
NLD;BOG;67600;9492;40210691;
NLD;BOG;451430;63678;270147736;
NLD;BOG;1660;234;1028233;
NLD;BOG;61875;21936;92782640;
NLD;BOG;98500;16662;70188675;
NLD;BOG;90530;16583;69856730;
NLD;BOG;650;224;952468;
NLD;BOG;6900;1158;4880602;
NLD;BOG;88680;15696;66173241;
NLD;BOG;14150;2537;10286416;
NLD;BOG;440;960;4211193;
NLD;BOG;24831;20451;88789430;
NLD;BOG;2578;6137;26922248;
NLD;BOG;450;30;124468;
NLD;BOG;50;1;5899;
NLD;BOG;11075;3739;15889135;
NLD;BOG;9440;1484;6406554;
NLD;BOG;43120;7088;30571937;
NLD;BOG;27120;8191;35932009;
NLD;BOG;4400;1144;5018339;
NLD;BOG;23180;4022;16944360;
NLD;BOG;54960;9471;39898693;
NLD;BOG;1444;5820;24747163;
NLD;BOG;9000;1620;7106389;
NLD;BOG;53500;9752;42779146;
NLD;BOG;7701;1154;4861225;
NLD;BOG;38;237;1041831;
NLD;BOG;3708;3933;17255365;
NLD;BOG;168;978;4290153;
NLD;BOG;12;54;229612;
NLD;BOG;3155;16380;69649234;
NLD;BOG;0;50;214624;
NLD;BOG;20;384;1624459;
NLD;BOG;15;1538;6503966;
NLD;BOG;90;6145;25980524;
NLD;BOG;4;18;76093;
NLD;BOG;0;3;12808;
NLD;BOG;50925;17701;75802491;
NLD;BOG;35200;6462;26365833;
NLD;BOG;364950;65943;270600832;
NLD;BOG;140;39;171957;
NLD;BOG;23428;2119;8957923;
NLD;BOG;21350;7731;32766994;
NLD;BOG;49500;1980;8376607;
NLD;BOG;162480;28646;121183000;
NLD;BOG;19920;2818;11922705;
NLD;BOG;5605;4272;18060593;
NLD;BOG;270;67;282237;
NLD;BOG;244;1397;5887506;
NLD;BOG;36;204;860745;
NLD;BOG;3776;22620;99226249;
NLD;BOG;23700;4266;18047782;
NLD;BOG;108200;7101;29410240;
NLD;BOG;57800;41585;176694665;
NLD;BOG;69328;23591;100002143;
NLD;BOG;350;56;236437;
NLD;BOG;1317697;189901;818704668;
NLD;BOG;9550;1489;6036048;
NLD;BOG;49540;6803;28808644;
NLD;BOG;1050;858;3639264;
NLD;BOG;5050;4308;18263919;
NLD;BOG;90;265;1121628;
NLD;BOG;200;606;2564884;
NLD;BOG;3620;23012;97413219;
NLD;BOG;775;3652;15446124;
NLD;BOG;2523;8568;36282769;
NLD;BOG;853;3474;14704304;
NLD;BOG;1084;4128;17486113;
NLD;BOG;17;17012;68962565;
NLD;BOG;14678;3721;15335340;
NLD;BOG;16;3574;15680028;
NLD;BOG;1;5537;24291568;
NLD;BOG;7;3309;14515940;
NLD;BOG;2;5258;23065233;
NLD;BOG;1080;10;45889;
NLD;BOG;800;35;146350;
NLD;BOG;720;7;29187;
NLD;BOG;2500;450;1899940;
NLD;BOG;6250;1102;4654854;
NLD;BOG;915;2426;10160072;
NLD;BOG;322;1854;7762842;
NLD;BOG;305;931;3899990;
NLD;BOG;104;371;1553590;
NLD;BOG;3050;680;2878688;
NLD;BOG;3200;435;1833919;
NLD;BOG;34000;4635;19532593;
NLD;BOG;3550;913;3817091;
NLD;BOG;500;90;382410;
NLD;BOG;243900;20296;85900966;
NLD;BOG;352600;44258;187382990;
NLD;BOG;6400;2048;8746598;
NLD;BOG;96769;35232;149447088;
NLD;BOG;12750;2170;9160416;
NLD;BOG;1000;152;643761;
NLD;BOG;400;8500;37286610;
NLD;BOG;203;0;2591;
NLD;BOG;1915;13296;56041618;
NLD;BOG;326060;50599;212242722;
NLD;BOG;5359920;821070;3470188929;
NLD;BOG;1400;448;1861413;
NLD;BOG;6044;1487;6285214;
NLD;BOG;44010;2836;11785695;
NLD;BOG;153189;152071;626745619;
NLD;BOG;65670;9064;37520833;
NLD;BOG;3500;1085;4610165;
NLD;BOG;3791;1888;8005756;
NLD;BOG;8;85;361165;
NLD;BOG;340;3289;13857018;
NLD;BOG;8883;45832;186474686;
NLD;BOG;16007;160;665081;
NLD;BOG;160;24;108789;
NLD;BOG;160;24;108789;
NLD;BOG;200;40;169988;
NLD;BOG;400;64;271981;
NLD;BOG;2800;420;1784580;
NLD;BOG;2800;448;1903552;
NLD;BOG;1005;7600;31931627;
NLD;BOG;1282;6372;26960831;
NLD;BOG;145500;23275;98694292;
NLD;BOG;13320;3979;16533337;
NLD;BOG;1759;12538;52936564;
NLD;BOG;20;30;126090;
NLD;BOG;52822;12826;54146150;
NLD;BOG;1000;3100;13088479;
NLD;BOG;56160;8424;35566886;
NLD;BOG;7911;24809;104745999;
NLD;BOG;4550;1242;5279382;
NLD;BOG;19500;3118;13020908;
NLD;BOG;1800;450;1899625;
NLD;BOG;617055;77411;327970759;
NLD;BOG;991680;125763;532803606;
NLD;BOG;403140;71043;298806973;
NLD;BOG;390;64;272259;
NLD;BOG;162642;72883;304980601;
NLD;BOG;2450;394;1666604;
NLD;BOG;10300;1593;6728684;
NLD;BOG;4200;1330;5651170;
NLD;BOG;25200;4032;16965648;
NLD;BOG;2600;728;3093272;
NLD;BOG;136;1928;8192072;
NLD;BOG;40;280;1161919;
NLD;BOG;265;1976;8183879;
NLD;BOG;70;570;2360987;
NLD;BOG;50;308;1277465;
NLD;BOG;45;407;1687591;
NLD;BOG;378;2041;8274534;
NLD;BOG;300;54;236879;
NLD;BOG;100;24;105279;
NLD;BOG;21300;5112;21669001;
NLD;BOG;1360;190;807077;
NLD;BOG;200;50;211069;
NLD;BOG;53400;8540;36292523;
NLD;BOG;145525;23238;98755398;
NLD;BOG;792;1177;4850793;
NLD;BOG;176750;14322;59345371;
NLD;BOG;243740;22416;93091359;
NLD;BOG;1900;380;1578877;
NLD;BOG;21705;5342;22591913;
NLD;BOG;7750;1162;5067802;
NLD;BOG;310;434;1832083;
NLD;BOG;33250;5020;21887457;
NLD;BOG;486;1204;5096014;
NLD;BOG;5540;794;3357319;
NLD;BOG;96;21;89282;
NLD;BOG;100;37;156413;
NLD;BOG;3650;1204;5097407;
NLD;BOG;245;504;2135875;
NLD;BOG;12600;2166;9163501;
NLD;BOG;1050;3885;16441203;
NLD;BOG;2100;315;1333070;
NLD;BOG;116;75;319496;
NLD;BOG;697;4654;19484171;
NLD;BOG;211490;31236;132666949;
NLD;BOG;2219745;344875;1460627590;
NLD;BOG;71020;15934;67652339;
NLD;BOG;3750;852;3597813;
NLD;BOG;16470;1914;7955214;
NLD;BOG;29042;22354;94982146;
NLD;BOG;61802;13578;57453014;
NLD;BOG;450;52;223175;
NLD;BOG;54350;8581;37394417;
NLD;BOG;300;86;362401;
NLD;BOG;140;166;676534;
NLD;BOG;400;140;589955;
NLD;BOG;6260;3074;13006901;
NLD;BOG;2607;18495;78642404;
NLD;BOG;3014;20647;85080254;
NLD;BOG;325;2340;9642250;
NLD;BOG;42;224;923018;
NLD;BOG;1610;9107;37528052;
NLD;BOG;32;240;991009;
NLD;BOG;36;251;1034687;
NLD;BOG;28617;286;1189019;
NLD;BOG;360;46;205295;
NLD;BOG;540;86;379007;
NLD;BOG;200;0;844;
NLD;BOG;180;0;759;
NLD;BOG;200;40;169988;
NLD;BOG;18;28;126335;
NLD;BOG;25223;6038;25116838;
NLD;BOG;88075;16569;69368033;
NLD;BOG;242260;44277;186306170;
NLD;BOG;22;1538;6707721;
PAN;BOG;38010;6300;26176121;
PAN;BOG;1800;540;2243667;
PAN;BOG;300;102;423803;
PAN;BOG;15;1408;5986288;
PAN;BOG;244;1044;4438675;
PAN;BOG;615;1667;7316290;
PAN;BOG;8700;6152;26007326;
PAN;BOG;15570;10734;45415386;
PAN;BOG;1292;1497;6570558;
PAN;BOG;2400;480;2011619;
PAN;BOG;9301;5975;25318134;
PAN;BOG;5400;2430;10282218;
PAN;BOG;212;2452;10374564;
PAN;BOG;4;95;418311;
PAN;BOG;35;1093;4797339;
PAN;BOG;4;185;813111;
PAN;BOG;28;1428;6267352;
PAN;BOG;7;348;1526908;
PAN;BOG;2;76;335316;
PAN;BOG;11;297;1304855;
PAN;BOG;7;246;1079293;
PAN;BOG;4;120;528153;
PAN;BOG;4;109;482357;
PAN;BOG;3;108;476259;
PAN;BOG;2;89;393307;
PAN;BOG;19;883;3874999;
PAN;BOG;2;57;253899;
PAN;BOG;4;85;374533;
PAN;BOG;2;37;165377;
PAN;BOG;1;626;2643729;
PAN;BOG;500;5029;20724246;
PAN;BOG;1;1779;7511921;
PAN;BOG;1;558;2358068;
PAN;BOG;10;1993;8413441;
PAN;BOG;3;1423;6007628;
PAN;BOG;7;2391;10096509;
PAN;BOG;3;393;1659597;
PAN;BOG;2;2032;8578413;
PAN;BOG;4;1286;5428834;
PAN;BOG;6;469;1980718;
PAN;BOG;1;327;1383771;
PAN;BOG;10560;2340;9918909;
PAN;BOG;13360;8484;35741798;
PAN;BOG;9;1720;6972467;
PAN;BOG;132;5928;25129937;
PAN;BOG;106;4460;18905525;
PAN;BOG;261;9731;41250962;
PAN;BOG;107;6318;26781986;
PAN;BOG;12865;2138;9050914;
PAN;BOG;1100;1459;6174444;
PAN;BOG;7200;495;2094825;
PAN;BOG;455;17956;77544879;
PAN;BOG;93;6201;26814976;
PAN;BOG;795;49650;215885556;
PAN;BOG;43;4057;17584209;
PAN;BOG;3285;1943;8020516;
PAN;BOG;54910;14254;62447015;
PAN;BOG;25100;3778;15991556;
PAN;BOG;37421;6361;27906044;
PAN;BOG;340;261;1100267;
PAN;BOG;1750;455;1995930;
PAN;BOG;1619;2667;11699222;
PAN;BOG;1;67;296450;
PAN;BOG;376;3007;13194020;
PAN;BOG;246;10293;44429447;
PAN;BOG;320;5732;25148239;
PAN;BOG;36;2934;12659128;
PAN;BOG;1829;203957;866015131;
PAN;BOG;1211;47310;203380054;
PAN;BOG;21;882;3869034;
PAN;BOG;54;2090;9168119;
PAN;BOG;2860;81620;341205125;
PAN;BOG;1230;26326;115487071;
PAN;BOG;338;3244;14233965;
PAN;BOG;150;4364;18558927;
PAN;BOG;458129;28769;121642295;
PAN;BOG;231;9222;37622843;
PAN;BOG;90;1322;5451456;
PAN;BOG;124;2637;11160255;
PAN;BOG;4;83;344483;
PAN;BOG;4645;4345;17906978;
PAN;BOG;2300;3900;16070418;
PAN;BOG;5000;3040;12861054;
PAN;BOG;14298;20215;85831024;
PAN;BOG;2000;7560;32127807;
PAN;BOG;120;216;893350;
PAN;BOG;425;1403;5937453;
PAN;BOG;329;1326;5614893;
PAN;BOG;48;560;2364708;
PAN;BOG;72;484;2046067;
PAN;BOG;493;4322;18281042;
PAN;BOG;390;4719;19970666;
PAN;BOG;96;1516;6403559;
PAN;BOG;24;295;1248936;
PAN;BOG;60;738;3116662;
PAN;BOG;264;2811;11890843;
PAN;BOG;21;347;1470821;
PAN;BOG;132;1361;5749135;
PAN;BOG;597;6095;25759955;
PAN;BOG;126;1543;6532045;
PAN;BOG;114;1140;4824445;
PAN;BOG;518;9005;37950339;
PAN;BOG;54;754;3177923;
PAN;BOG;120;1188;5006196;
PAN;BOG;102;207;876017;
PAN;BOG;823;22987;94724235;
PAN;BOG;116;1733;7363380;
PAN;BOG;843;23315;94872900;
PAN;BOG;50;1071;4534386;
PAN;BOG;2420;14778;62805274;
PAN;BOG;1;5280;23161564;
PAN;BOG;2;13720;57644991;
PAN;BOG;100;1891;8005194;
PAN;BOG;2229;28138;119080907;
PAN;BOG;11;4707;19632498;
PAN;BOG;123;29707;125115642;
PAN;BOG;75;72;297879;
PAN;BOG;650;162;667540;
PAN;BOG;14;5040;22108766;
PAN;BOG;4;91;378314;
PAN;BOG;2000;8660;36480250;
PAN;BOG;408;2604;10902974;
PAN;BOG;15;157;659454;
PAN;BOG;893;6241;26131129;
PAN;BOG;80;2054;8691745;
PAN;BOG;686;4839;20260941;
PAN;BOG;117;4536;19192162;
PAN;BOG;55;1512;6397401;
PAN;BOG;197;1112;4707992;
PAN;BOG;100;1600;6699216;
PAN;BOG;100;1300;5443113;
PAN;BOG;20;280;1172362;
PAN;BOG;1;95;393560;
PAN;BOG;1;0;3337;
PAN;BOG;1;10;43967;
PAN;BOG;20;50;211530;
PAN;BOG;18000;210;892290;
PAN;BOG;80;46;196216;
PAN;BOG;2;80;329649;
PAN;BOG;1000;1763;7476653;
PAN;BOG;4;10689;45310551;
PAN;BOG;17;400;1648248;
PAN;BOG;19;1229;5006196;
PAN;BOG;5;239;971350;
PAN;BOG;90;611;2483197;
PAN;BOG;800;640;2598931;
PAN;BOG;59;358;1456213;
PAN;BOG;2;5;24080;
PAN;BOG;390;780;3300936;
PAN;BOG;27;298;1263750;
PAN;BOG;14;86;350774;
PAN;BOG;403;2389;9704530;
PAN;BOG;29;378;1536821;
PAN;BOG;200;400;1624332;
PAN;BOG;38;322;1310592;
PAN;BOG;465;1102;4475237;
PAN;BOG;1;213;867312;
PAN;BOG;21171;1568;6528317;
PAN;BOG;6;355944;1505861896;
PAN;BOG;2400;408;1734852;
PAN;BOG;70000;5171;21728044;
PAN;BOG;31662;16639;70393542;
PAN;BOG;400;60;253836;
PAN;BOG;122;756;3198341;
PAN;BOG;20000;355;1492257;
PAN;BOG;20000;332;1396420;
PAN;BOG;7980;1866;7934399;
PAN;BOG;4200;756;3316314;
PAN;BOG;6000;1222;5364007;
PAN;BOG;8;6059;24708474;
PAN;BOG;3000;1053;4619152;
PAN;BOG;725;514;2192410;
PAN;BOG;196;33206;145666371;
PAN;BOG;2996;323711;1376258931;
PAN;BOG;250;3419;13861305;
PAN;BOG;700;7648;32117859;
PAN;BOG;6110;17237;72889908;
PAN;BOG;85;2208;8966840;
PAN;BOG;30;834;3388153;
PAN;BOG;74;490;1989887;
PAN;BOG;265;550;2231432;
PAN;BOG;25;3234;13109859;
PAN;BOG;9885;32366;141980392;
PAN;BOG;61;181;793985;
PAN;BOG;22;27;117272;
PAN;BOG;22;277;1172725;
PAN;BOG;22;259;1096574;
PAN;BOG;22;97;414261;
PAN;BOG;22;1226;5188420;
PAN;BOG;22;2115;8950490;
PAN;BOG;2380;6553;27139412;
PAN;BOG;15;168;713915;
PAN;BOG;2000;1315;5563252;
PAN;BOG;400;68;284716;
PAN;BOG;5150;825;3454408;
PAN;BOG;12950;4791;19722516;
PAN;BOG;400;72;305928;
PAN;BOG;10050;1728;7344396;
PAN;BOG;2440;787;3196685;
PAN;BOG;41840;15701;66556388;
PAN;BOG;1055;962;4054275;
PAN;BOG;12070;3921;16592113;
PAN;BOG;5;35;148917;
PAN;BOG;70;19;82919;
PAN;BOG;64750;13929;60154198;
PAN;BOG;46000;5520;23471536;
PAN;BOG;40040;4780;20085036;
PAN;BOG;2360;4880;21406900;
PAN;BOG;22498;9742;41266315;
PAN;BOG;40500;956;4019729;
PAN;BOG;609;298;1240623;
PAN;BOG;420;885;3882194;
PAN;BOG;15530;31442;137926460;
PAN;BOG;4430;7802;34226914;
PAN;BOG;14680;17783;78008413;
PAN;BOG;15300;24966;108836780;
PAN;BOG;25;2584;10738442;
PAN;BOG;146;815;3388602;
PAN;BOG;1447;16639;69136082;
PAN;BOG;22700;6685;27546344;
PAN;BOG;13200;1320;5360295;
PAN;BOG;317920;14085;57099520;
PAN;BOG;19850;17110;72388698;
PAN;BOG;1667;4458;19555905;
PAN;BOG;8;146;641066;
PAN;BOG;10;124;525903;
PAN;BOG;14;130;551911;
PAN;BOG;20;279;1180243;
PAN;BOG;297;2263;9571686;
PAN;BOG;299;2203;9376976;
PAN;BOG;48;841;3544243;
PAN;BOG;16;244;1073020;
PAN;BOG;97;2338;9892327;
PAN;BOG;7;163;690480;
PAN;BOG;15;382;1616047;
PAN;BOG;5;140;591557;
PAN;BOG;19;406;1783923;
PAN;BOG;74;1571;6626119;
PAN;BOG;209;3757;15934270;
PAN;BOG;142;2456;10367590;
PAN;BOG;2;21;92033;
PAN;BOG;239;4032;17145073;
PAN;BOG;157;2113;8914630;
PAN;BOG;106;3700;15670703;
PAN;BOG;2;199;845735;
PAN;BOG;1;2000;8444180;
PAN;BOG;1;2000;8309879;
PAN;BOG;36831;8771;38372647;
PAN;BOG;21600;3564;14447600;
PAN;BOG;24400;2560;10636646;
PAN;BOG;2632;7339;32194575;
PAN;BOG;1072;2083;9138290;
PAN;BOG;17390;8235;35862991;
PAN;BOG;600;1200;4944744;
PAN;BOG;24;470;1993003;
PAN;BOG;6;84;357093;
PAN;BOG;335;11466;48722773;
PAN;BOG;84;1620;6709116;
PAN;BOG;358;32500;134236462;
PAN;BOG;9;586;2445327;
PAN;BOG;144;63351;269181755;
PAN;BOG;1075;29217;123037976;
PAN;BOG;56;2100;8866389;
PAN;BOG;14;8768;37257186;
PAN;BOG;1149;16673;69967083;
PAN;BOG;9123;816442;3473483070;
PAN;BOG;560;37617;157883363;
PAN;BOG;412;200;824124;
PAN;BOG;171;81;334800;
PAN;BOG;4220;55840;237436705;
PAN;BOG;689;38759;164293756;
PAN;BOG;523;29079;123263808;
PAN;BOG;354;7356;31181022;
PAN;BOG;1858;75060;318169395;
PAN;BOG;580;35546;150676451;
PAN;BOG;225;3388;14257173;
PAN;BOG;1171;900;3708558;
PAN;BOG;1500;67157;283499771;
PAN;BOG;499;11759;49405791;
PAN;BOG;6;5200;21847956;
PAN;BOG;56;478;2019847;
PAN;BOG;2100;13965;59337285;
PAN;BOG;25;133;557709;
PAN;BOG;1518;12358;52513136;
PAN;BOG;160;1190;5061687;
PAN;BOG;100000;3290;13625304;
PAN;BOG;8057;4329;18450055;
PAN;BOG;301;442;1864555;
PAN;BOG;39000;3533;14976450;
PAN;BOG;883;2473;10421358;
PAN;BOG;352;960;4049456;
PAN;BOG;3;1015;4124950;
PAN;BOG;36;17;77380;
PAN;BOG;101;108;459189;
PAN;BOG;51414;2802;11545708;
PAN;BOG;50;180;745457;
PAN;BOG;5;61;258338;
PAN;BOG;5800;8030;35005982;
PAN;BOG;239;3582;14933740;
PAN;BOG;52;986;3999070;
PAN;BOG;51;380;1544360;
PAN;BOG;301;611;2596266;
PAN;BOG;3344;12864;54450489;
PAN;BOG;18;195;857592;
PAN;BOG;2309;1924;8071309;
PAN;BOG;900;5216;21553271;
PAN;BOG;2;8;34891;
PAN;BOG;3106;1924;8128082;
PAN;BOG;5273;5123;21647646;
PAN;BOG;4700;785;3446642;
PAN;BOG;78;1090;4785100;
PAN;BOG;2;4;20564;
PAN;BOG;103;157;691293;
PAN;BOG;2;5;21996;
PAN;BOG;3;2;10492;
PAN;BOG;2;2;9860;
PAN;BOG;13;5989;24678393;
PAN;BOG;22;172;707897;
PAN;BOG;13;253;1110965;
PAN;BOG;6;7;31032;
PAN;BOG;1000;30;123618;
PAN;BOG;600;93;408573;
PAN;BOG;2717;3836;16087272;
PAN;BOG;3000;4679;19753867;
PAN;BOG;88;4159;18132488;
PAN;BOG;26514;2930;12372249;
PAN;BOG;10;1584;6686681;
PAN;BOG;2;205;900844;
PAN;BOG;265;9410;39725390;
PAN;BOG;226;1849;8115013;
PAN;BOG;42;783;3305980;
PAN;BOG;56;1043;4575461;
PAN;BOG;10;218;920837;
PAN;BOG;9;154;650919;
PAN;BOG;214;2999;13156733;
PAN;BOG;41;637;2794609;
PAN;BOG;168;1465;6176499;
PAN;BOG;16;148;629049;
PAN;BOG;24;335;1416680;
PAN;BOG;14;213;935981;
PAN;BOG;74;627;2752409;
PAN;BOG;77;762;3261805;
PAN;BOG;39;98;406806;
PAN;BOG;159;1662;7116538;
PAN;BOG;18;291;1236048;
PAN;BOG;24;884;3878070;
PAN;BOG;5;108;458730;
PAN;BOG;57;7989;35048316;
PAN;BOG;62;5378;23591720;
PAN;BOG;14;946;4152851;
PAN;BOG;14;884;3878070;
PAN;BOG;7;463;2033962;
PAN;BOG;179;4103;18000439;
PAN;BOG;85;1875;8227531;
PAN;BOG;81;1925;8447084;
PAN;BOG;34;1053;4622881;
PAN;BOG;8;149;629386;
PAN;BOG;24;335;1416257;
PAN;BOG;297;5320;22845217;
PAN;BOG;18;307;1298419;
PAN;BOG;88;1647;7004727;
PAN;BOG;652;13176;57801395;
PAN;BOG;72;899;3896493;
PAN;BOG;14;385;1692022;
PAN;BOG;59;881;3745310;
PAN;BOG;10;57;254338;
PAN;BOG;12;205;865739;
PAN;BOG;92;3161;13389741;
PAN;BOG;12;348;1474403;
PAN;BOG;61;569;2408394;
PAN;BOG;162;317;1392808;
PAN;BOG;4;34;153313;
PAN;BOG;4;37;164236;
PAN;BOG;354;708;2870062;
PAN;BOG;2000;1962;8303125;
PAN;BOG;6400;320;1403731;
PAN;BOG;2;1;6910;
PAN;BOG;32;1070;4694296;
PAN;BOG;39;1557;6830248;
PAN;BOG;51;117;499291;
PAN;BOG;200;765;3237457;
PAN;BOG;362;2737;11842950;
PAN;BOG;300;60;247237;
PAN;BOG;140;2329;9678683;
PAN;BOG;51;515;2090159;
PAN;BOG;595;732;3096614;
PAN;BOG;200;30;123618;
PAN;BOG;2;6144;26954007;
PAN;BOG;180;287;1208797;
PAN;BOG;200;416;1760499;
PAN;BOG;2;67;272887;
PAN;BOG;286;782;3299144;
PAN;BOG;0;17;74088;
PAN;BOG;6001;2700;11474212;
PAN;BOG;1;83;344860;
PAN;BOG;2;1350;5711323;
PAN;BOG;92;494;2065051;
PAN;BOG;2;1859;8154800;
PAN;BOG;156;12225;52010818;
PAN;BOG;104;91;388868;
PAN;BOG;4;80;330958;
PAN;BOG;2;2967;12028762;
PAN;BOG;414;1832;7891430;
PAN;BOG;2210;6053;24676866;
PAN;BOG;24;1087;4527110;
PAN;BOG;2;4877;19770957;
PAN;BOG;1;5;20973;
PAN;BOG;2;797;3231981;
PAN;BOG;76;1045;4587393;
PAN;BOG;35;571;2408494;
PAN;BOG;403;1083;4605363;
PAN;BOG;9;2610;11089890;
PAN;BOG;15;52207;215126403;
PAN;BOG;1;2764;11208443;
PAN;BOG;2;418;1697917;
PAN;BOG;5;18;76140;
PAN;BOG;3;294;1194521;
PAN;BOG;53;589;2463216;
PAN;BOG;6171;7204;29851263;
PAN;BOG;3005;3086;12872578;
PAN;BOG;502;240;1057009;
PAN;BOG;1;27100;114649530;
PAN;BOG;1;1380;5863620;
PAN;BOG;13;327;1329475;
PAN;BOG;4;28;115124;
PAN;BOG;300;720;2966846;
PAN;BOG;102;55;226963;
PAN;BOG;732;535;2290868;
PAN;BOG;3831;2167;8977179;
PAN;BOG;5000;2090;8844817;
PAN;BOG;302;546;2376657;
PAN;BOG;1328;298;1258327;
PAN;BOG;652;236;958106;
PAN;BOG;421;1880;7718989;
PAN;BOG;88;21250;92637249;
PAN;BOG;306;38530;167971169;
PAN;BOG;114;5879;25630655;
PAN;BOG;144;2604;10996045;
PAN;BOG;211;6906;29156507;
PAN;BOG;1318;58486;246892764;
PAN;BOG;267;4923;20783169;
PAN;BOG;14;473;1999967;
PAN;BOG;167;1328;5606216;
PAN;BOG;3;2052;9001426;
PAN;BOG;9;12450;51732617;
PAN;BOG;147;10;42015;
PAN;BOG;845;1797;7618358;
PAN;BOG;310;31;131049;
PAN;BOG;25;12;51767;
PAN;BOG;23;83;350375;
PAN;BOG;150;75;310607;
PAN;BOG;23;1;4221;
PAN;BOG;23;14;59099;
PAN;BOG;23;19;81050;
PAN;BOG;13;13;54878;
PAN;BOG;32;6;27016;
PAN;BOG;60;18;75985;
PAN;BOG;395;31;131049;
PAN;BOG;30;51;215290;
PAN;BOG;105;93;392589;
PAN;BOG;120;144;607880;
PAN;BOG;1;51;215807;
PAN;BOG;2;2;8442;
PAN;BOG;95;131;554268;
PAN;BOG;3;15;63410;
PAN;BOG;2;2200;8918272;
PAN;BOG;1;1;4221;
PAN;BOG;50;50;211369;
PAN;BOG;1;200;810752;
PAN;BOG;12;12;50656;
PAN;BOG;1;0;657;
PAN;BOG;59;63325;269069582;
PAN;BOG;3;1700;7410979;
PAN;BOG;1;1000;4386660;
PAN;BOG;553;951;3982516;
PAN;BOG;1;300;1256103;
PAN;BOG;1;100;418701;
PAN;BOG;372;590;2454738;
PAN;BOG;92;15;68256;
PAN;BOG;17;79;350143;
PAN;BOG;126;131;575485;
PAN;BOG;13;13000;54956070;
PAN;BOG;1;46;195596;
PAN;BOG;9;128;548009;
PAN;BOG;70;566;2408213;
PAN;BOG;8;202;859815;
PAN;BOG;50;332;1414117;
PAN;BOG;24;245;1043888;
PAN;BOG;8;76;326858;
PAN;BOG;3;2;9269;
PAN;BOG;92;702;2985307;
PAN;BOG;66;358;1522460;
PAN;BOG;149;1956;8317513;
PAN;BOG;55;570;2426072;
PAN;BOG;20;31;133345;
PAN;BOG;1;45;195511;
PAN;BOG;726;4914;20895067;
PAN;BOG;5;42;179565;
PAN;BOG;30;372;1584243;
PAN;BOG;24;67;285315;
PAN;BOG;94;181;771669;
PAN;BOG;3;191;816316;
PAN;BOG;14;802;3412557;
PAN;BOG;9;96;411389;
PAN;BOG;1;23;99456;
PAN;BOG;11;217;922958;
PAN;BOG;4;50;214730;
PAN;BOG;1;50;202688;
PAN;BOG;150;363;1529671;
PAN;BOG;1574;3888;16420764;
PAN;BOG;122;241;1019232;
PAN;BOG;217;689;2910758;
PAN;BOG;17;22;94584;
PAN;BOG;299;653;2760855;
PAN;BOG;76;152;642630;
PAN;BOG;105;199;842482;
PAN;BOG;277;599;2525811;
PAN;BOG;41;1217;5140075;
PAN;BOG;78;630;2658984;
PAN;BOG;205;1642;6920223;
PAN;BOG;79;530;2237117;
PAN;BOG;210;1353;5706010;
PAN;BOG;1764;3424;14389399;
PAN;BOG;36;87;366037;
PAN;BOG;480;653;2746792;
PAN;BOG;252;1016;4271443;
PAN;BOG;96;348;1464149;
PAN;BOG;48;201;845011;
PAN;BOG;84;205;865128;
PAN;BOG;107;245;1036832;
PAN;BOG;10;28;120645;
PAN;BOG;7;14;59670;
PAN;BOG;45;102;434200;
PAN;BOG;60;161;682494;
PAN;BOG;4;180;768315;
PAN;BOG;27;10000;43866600;
PAN;BOG;105;744;3153704;
PAN;BOG;94;557;2370389;
PAN;BOG;42;235;996129;
PAN;BOG;4;4865;21208481;
PAN;BOG;4;6000;24322560;
PAN;BOG;150;5590;23616590;
PAN;BOG;66;1908;8067326;
PAN;BOG;53;1527;6448902;
PAN;BOG;284;4889;20620050;
PAN;BOG;7;20;86651;
PAN;BOG;123;5770;24332875;
PAN;BOG;2;50;214053;
PAN;BOG;14;457;1932740;
PAN;BOG;84;1628;6883651;
PAN;BOG;16;165;695694;
PAN;BOG;16;70;296602;
PAN;BOG;38050;4946;21021190;
PAN;BOG;138;5347;22668098;
PAN;BOG;1047;46811;198428198;
PAN;BOG;7;961;4075230;
PAN;BOG;1053;91612;388084225;
PAN;BOG;50;444;1872961;
PAN;BOG;6;65;276003;
PAN;BOG;8300;1245;5267109;
PAN;BOG;56;4804;21077023;
PAN;BOG;12;1023;4487553;
PAN;BOG;562;4276;18760867;
PAN;BOG;9;190;803745;
PAN;BOG;23;1701;7169422;
PAN;BOG;5;116;491009;
PAN;BOG;67;2587;11349166;
PAN;BOG;98;1012;4439299;
PAN;BOG;53;12144;53271599;
PAN;BOG;42000;3981;16917818;
PAN;BOG;400;233;982355;
PAN;BOG;4200;1177;4961524;
PAN;BOG;650;4316;18816260;
PAN;BOG;1;380;1618231;
PAN;BOG;4;6084;25640321;
